,history,n
84991,syndrome neck pain,1
84992,syndrome non,1
84993,syndrome non rheumatic,1
84994,syndrome nonalcoholic,1
84995,syndrome nonalcoholic fatty,1
84996,syndrome note,1
84997,syndrome note emr,1
84998,syndrome o,1
84999,syndrome o reflux,1
85000,syndrome obesity fatigue,1
85001,syndrome obesity seizure,1
85002,syndrome obesity type,1
85003,syndrome obstructive,1
85004,syndrome obstructive sleep,1
85005,syndrome oligodendroglioma,1
85006,syndrome oligodendroglioma oligodendroglioma,1
85007,syndrome oral,1
85008,syndrome oral allergy,1
85009,syndrome osteoarthritis dvtpe,1
85010,syndrome osteoarthritis hand,1
85011,syndrome osteoarthritis osa,1
85012,syndrome osteoarthritis sulfonamide,1
85013,syndrome osteonecrosis,1
85014,syndrome osteonecrosis angioedema,1
85015,syndrome osteoporosis compression,1
85016,syndrome osteoporosis osteoarthritis,1
85017,syndrome osteoporosis pure,1
85018,syndrome pain hip,1
85019,syndrome pain left,1
85020,syndrome past,1
85021,syndrome past surgical,1
85022,syndrome patent,1
85023,syndrome patent foramen,1
85024,syndrome peanut,1
85025,syndrome peanut allergy,1
85026,syndrome pernicious,1
85027,syndrome pernicious anemia,1
85028,syndrome persistent,1
85029,syndrome persistent shortness,1
85030,syndrome physical,1
85031,syndrome physical deconditioning,1
85032,syndrome pituitary,1
85033,syndrome pituitary adenoma,1
85034,syndrome pms,1
85035,syndrome pms psoriasis,1
85036,syndrome pneumonia central,1
85037,syndrome pneumonia due,1
85038,syndrome pneumothorax,1
85039,syndrome pneumothorax spontaneous,1
85040,syndrome polycystic,1
85041,syndrome polycystic ovary,1
85042,syndrome poor,1
85043,syndrome poor venous,1
85044,syndrome positive,1
85045,syndrome positive shingles,1
85046,syndrome possible,1
85047,syndrome possible ibs,1
85048,syndrome posttraumatic,1
85049,syndrome posttraumatic stress,1
85050,syndrome ppm placed,1
85051,syndrome ppm type,1
85052,syndrome prediabetic,1
85053,syndrome prediabetic prehypertension,1
85054,syndrome previous,1
85055,syndrome previous dvt,1
85056,syndrome primary,1
85057,syndrome primary immunodeficiency,1
85058,syndrome proteinuria,1
85059,syndrome proteinuria pre,1
85060,syndrome pruritus,1
85061,syndrome pruritus cervical,1
85062,syndrome psoriatic,1
85063,syndrome psoriatic arthritis,1
85064,syndrome pulmonary,1
85065,syndrome pulmonary emphysema,1
85066,syndrome rad,1
85067,syndrome rad reactive,1
85068,syndrome ragweed,1
85069,syndrome ragweed allergy,1
85070,syndrome raynauds syndrome,1
85071,syndrome recurrent,1
85072,syndrome recurrent herpes,1
85073,syndrome related,1
85074,syndrome related sjogrens,1
85075,syndrome resolved,1
85076,syndrome resolved problems,1
85077,syndrome respiratory asthma,1
85078,syndrome respiratory failure,1
85079,syndrome restless,1
85080,syndrome restless leg,1
85081,syndrome rheumatoid factor,1
85082,syndrome right,1
85083,syndrome right lacrimal,1
85084,syndrome rightsided,1
85085,syndrome rightsided carotid,1
85086,syndrome rls,1
85087,syndrome rosacea,1
85088,syndrome rosacea sinusitis,1
85089,syndrome rotator,1
85090,syndrome rotator cuff,1
85091,syndrome sacroiliitis,1
85092,syndrome sacroiliitis specific,1
85093,syndrome schizoaffective,1
85094,syndrome schizoaffective disorder,1
85095,syndrome sciatica,1
85096,syndrome seasonal allergic,1
85097,syndrome seasonal allergies,1
85098,syndrome seasonal allergy,1
85099,syndrome seizure bells,1
85100,syndrome seizure disorder,1
85101,syndrome seizures,1
85102,syndrome seizures sleep,1
85103,syndrome seratonin,1
85104,syndrome seratonin syndrome,1
85105,syndrome severe,1
85106,syndrome severe reflex,1
85107,syndrome sicca,1
85108,syndrome sicca syndrome,1
85109,syndrome sick,1
85110,syndrome sick sinus,1
85111,syndrome since steroids,1
85112,syndrome sinus infection,1
85113,syndrome sjogrens syndrome,1
85114,syndrome sjogrens von,1
85115,syndrome sleep,1
85116,syndrome sleep apnea,1
85117,syndrome sp biliopancreatic,1
85118,syndrome spondylitis,1
85119,syndrome spondylitis fibromyalgia,1
85120,syndrome spondylolisthesis,1
85121,syndrome stable,1
85122,syndrome stable rheumatologist,1
85123,syndrome stress,1
85124,syndrome stress incontinence,1
85125,syndrome syncope,1
85126,syndrome syncope autonomic,1
85127,syndrome systemic,1
85128,syndrome systemic lupus,1
85129,syndrome tachycardia cardiac,1
85130,syndrome tensiontype,1
85131,syndrome tensiontype headache,1
85132,syndrome thyroid condition,1
85133,syndrome thyroid disorder,1
85134,syndrome tietze,1
85135,syndrome tietze dependence,1
85136,syndrome tmj,1
85137,syndrome trigeminal,1
85138,syndrome trigeminal neuralgia,1
85139,syndrome ttp,1
85140,syndrome type diabetes,1
85141,syndrome type dysautonomiapots,1
85142,syndrome type ii,1
85143,syndrome unspecified acute,1
85144,syndrome unspecified atrial,1
85145,syndrome unspecified organ,1
85146,syndrome urticaria,1
85147,syndrome urticarial,1
85148,syndrome urticarial ibs,1
85149,syndrome uti,1
85150,syndrome uti breast,1
85151,syndrome varicose,1
85152,syndrome varicose veins,1
85153,syndrome vasculitis,1
85154,syndrome vasular,1
85155,syndrome vasular deficency,1
85156,syndrome ventricular,1
85157,syndrome ventricular tachycardia,1
85158,syndrome verbatim ibs,1
85159,syndrome verbatim irritable,1
85160,syndrome verbatim lupus,1
85161,syndrome verbatim reynolds,1
85162,syndrome vitamin,1
85163,syndrome vitamin d,1
85164,syndrome von,1
85165,syndrome von willenbrands,1
85166,syndrome w id,1
85167,syndrome w keratoconjuncitivits,1
85168,syndrome wisdom,1
85169,syndrome wisdom teeth,1
85170,syndrome x facial,1
85171,syndrome x htn,1
85172,syndrome year,1
85173,syndrome year ago,1
85174,syndrome years,1
85175,syndrome years old,1
85176,syndromeaidp,1
85177,syndromeasthma,1
85178,syndromefibromyalgia,1
85179,syndromefibromyalgia osteoarthritis,1
85180,syndromehypertension,1
85181,syndromepacemaker,1
85182,syndromes associated,1
85183,syndromes associated w,1
85184,syndromes predominantly,1
85185,syndromes predominantly associated,1
85186,syndromes seizures,1
85187,syndromes seizures localized,1
85188,syndrone,1
85189,synechiae,1
85190,synechiae ou,1
85191,synechiae ou posterior,1
85192,synovial,1
85193,synovial cyst,1
85194,synovial cyst popliteal,1
85195,synthroid dose,1
85196,synthroid dose increased,1
85197,synthroid left,1
85198,synthroid left eye,1
85199,synthroid taking,1
85200,synthroid taking years,1
85201,synthroid vitamin,1
85202,synthroid vitamin d,1
85203,syphilis,1
85204,syphilis hypertension,1
85205,syphilis hypertension hyperlipidemia,1
85206,syrup,1
85207,syrup also,1
85208,syrup also raise,1
85209,system abdomen,1
85210,system abdomen r,1
85211,system disorder infusion,1
85212,system disorder insomnia,1
85213,system disorder latex,1
85214,system disorder multiple,1
85215,system disorder passed,1
85216,system disorder respiratory,1
85217,system disorder stress,1
85218,system dysfunction,1
85219,system dysfunction clinic,1
85220,system elsewhere,1
85221,system elsewhere classified,1
85222,system encounter,1
85223,system encounter attention,1
85224,system hashimotos,1
85225,system hashimotos also,1
85226,system m,1
85227,system m muscle,1
85228,system medically,1
85229,system medically resistant,1
85230,system presence,1
85231,system presence vascular,1
85232,system problem,1
85233,system problem spleraderma,1
85234,system response,1
85235,system response insomnia,1
85236,system unspecified,1
85237,system unspecified atherosclerotic,1
85238,system viral,1
85239,system viral pneumonia,1
85240,system wxxxd,1
85241,system wxxxd unspecified,1
85242,system z,1
85243,system z atherosclerotic,1
85244,systemic allergic,1
85245,systemic allergic reaction,1
85246,systemic atrophy,1
85247,systemic atrophy msac,1
85248,systemic lupus erythmatosus,1
85249,systemic lupus fle,1
85250,systemic rheumatoid,1
85251,systemic rheumatoid arthritis,1
85252,systemic sclerosis arthritis,1
85253,systemic sclerosis undifferentiated,1
85254,systemic steroid central,1
85255,systemic steroid seronegative,1
85256,systemic steroids nodule,1
85257,systemic steroids osa,1
85258,systemic symptoms,1
85259,systemic symptoms hypersensitivity,1
85260,systemic vasculitis,1
85261,systemic vasculitis colon,1
85262,systolic atrial,1
85263,systolic atrial fibrillation,1
85264,systolic chf,1
85265,systolic chf peripheral,1
85266,systolic diastolic heart,1
85267,systolic diastolic hrt,1
85268,systolic ejection,1
85269,systolic ejection murmur,1
85270,systolic murmur hyperplasia,1
85271,systolic murmur type,1
85272,systolicdiastolic,1
85273,systolicdiastolic heart,1
85274,systolicdiastolic heart failure,1
85275,t cell,1
85276,t cell lymphoma,1
85277,t covid,1
85278,t covid pulmonary,1
85279,t cva,1
85280,t cva cerebral,1
85281,t diabetes hashimotos,1
85282,t diabetes hypothyroidism,1
85283,t diabetes mellitus,1
85284,t diabeties,1
85285,t diabeties heartburn,1
85286,t dm,1
85287,t dm controlled,1
85288,t dysphagia,1
85289,t dysphagia unspecified,1
85290,t encounter,1
85291,t encounter attention,1
85292,t excretory,1
85293,t excretory small,1
85294,t hashimotos,1
85295,t hashimotos thyroiditis,1
85296,t high cholesterol,1
85297,t high serum,1
85298,t hx,1
85299,t hx prostate,1
85300,t lumbar,1
85301,t lumbar vertebrae,1
85302,t myelitis,1
85303,t need,1
85304,t need assistance,1
85305,t nonepileptic,1
85306,t nonepileptic seizure,1
85307,t pneumonia,1
85308,t pneumonia unspecified,1
85309,t sp,1
85310,t sp skiing,1
85311,t t lumbar,1
85312,t vertebra,1
85313,t voice,1
85314,t voice resonance,1
85315,t wave,1
85316,t wave inversions,1
85317,t wedge,1
85318,t wedge compression,1
85319,t yrs,1
85320,t yrs post,1
85321,ta,1
85322,ta age,1
85323,ta age appendectomy,1
85324,tablets,1
85325,tablets capsules,1
85326,tablets capsules hypothyroidism,1
85327,tacacardia,1
85328,tace,1
85329,tace hepatitis,1
85330,tace hepatitis b,1
85331,tach hiatal,1
85332,tach hiatal hernia,1
85333,tach obesity,1
85334,tach obesity peptic,1
85335,tachachardia,1
85336,tachachardia syndrome,1
85337,tachy,1
85338,tachy arrythmias,1
85339,tachy arrythmias seasonal,1
85340,tachycardia acid,1
85341,tachycardia acid reflux,1
85342,tachycardia adhd,1
85343,tachycardia allergies,1
85344,tachycardia allergies acid,1
85345,tachycardia anxiety migraines,1
85346,tachycardia arrhythmia,1
85347,tachycardia arthritis seasonal,1
85348,tachycardia arthritis severe,1
85349,tachycardia asthma endometriosis,1
85350,tachycardia asthma perennial,1
85351,tachycardia atenolol,1
85352,tachycardia atenolol mild,1
85353,tachycardia back,1
85354,tachycardia back pain,1
85355,tachycardia benign heart,1
85356,tachycardia benign positional,1
85357,tachycardia blood,1
85358,tachycardia blood pressure,1
85359,tachycardia cardiac ablation,1
85360,tachycardia cardiac pacemaker,1
85361,tachycardia cardiomegaly,1
85362,tachycardia cerebral,1
85363,tachycardia cerebral palsey,1
85364,tachycardia cmshcc,1
85365,tachycardia cmshcc occlusion,1
85366,tachycardia controlled,1
85367,tachycardia controlled atrial,1
85368,tachycardia defibrillator,1
85369,tachycardia depression anxiety,1
85370,tachycardia e,1
85371,tachycardia e vitamin,1
85372,tachycardia ehlers,1
85373,tachycardia ehlers danlos,1
85374,tachycardia exertion,1
85375,tachycardia fatigue,1
85376,tachycardia fatigue gerd,1
85377,tachycardia gastritis,1
85378,tachycardia gastritis fibromyalgia,1
85379,tachycardia gerd gastroparesis,1
85380,tachycardia gerd ibs,1
85381,tachycardia gerd overweight,1
85382,tachycardia hcc,1
85383,tachycardia hcc tia,1
85384,tachycardia high,1
85385,tachycardia high blood,1
85386,tachycardia hx back,1
85387,tachycardia hx blood,1
85388,tachycardia hyperlipidemia,1
85389,tachycardia hyperlipidemia hypothyroid,1
85390,tachycardia hypertension,1
85391,tachycardia hypothyroidism,1
85392,tachycardia hypothyroidism left,1
85393,tachycardia k,1
85394,tachycardia k gerd,1
85395,tachycardia kidney,1
85396,tachycardia kidney stones,1
85397,tachycardia loop,1
85398,tachycardia loop recorder,1
85399,tachycardia menopause,1
85400,tachycardia migraines,1
85401,tachycardia migraines eczema,1
85402,tachycardia mycobacterium,1
85403,tachycardia mycobacterium avium,1
85404,tachycardia neck,1
85405,tachycardia neck injury,1
85406,tachycardia obesity,1
85407,tachycardia one,1
85408,tachycardia one kidney,1
85409,tachycardia onset,1
85410,tachycardia onset paroxysmal,1
85411,tachycardia osteoarthritis,1
85412,tachycardia pacemaker,1
85413,tachycardia pacemaker stroke,1
85414,tachycardia paroxysmal,1
85415,tachycardia paroxysmal fibromyalgia,1
85416,tachycardia possible,1
85417,tachycardia possible atrial,1
85418,tachycardia preeclampsia,1
85419,tachycardia psoriasis,1
85420,tachycardia reflux,1
85421,tachycardia reflux diabetes,1
85422,tachycardia severe,1
85423,tachycardia severe mitral,1
85424,tachycardia sleep,1
85425,tachycardia sleep apnea,1
85426,tachycardia syndrome eosinophilic,1
85427,tachycardia syndrome fibromyalgia,1
85428,tachycardia syndrome gastroparesis,1
85429,tachycardia syndrome gerd,1
85430,tachycardia syndrome mdd,1
85431,tachycardia syndrome ventricular,1
85432,tachycardia tension,1
85433,tachycardia tension headaches,1
85434,tachycardia thyroiditis,1
85435,tachycardia thyroiditis acute,1
85436,tachycardia tinea,1
85437,tachycardia tinea ungums,1
85438,tachycardia tobacco,1
85439,tachycardia tobacco use,1
85440,tachycardia triple,1
85441,tachycardia triple bypass,1
85442,tachycardia unknown,1
85443,tachycardia unknown etiology,1
85444,tachycardia unspecified,1
85445,tachycardia unspecified i,1
85446,tachycardia ventricular contractions,1
85447,tachycardia vertigo,1
85448,tachycardia vertigo gallbladder,1
85449,tachycardic oriented,1
85450,tachycardic oriented self,1
85451,tachycardic rise,1
85452,tachycardic rise occasional,1
85453,tachychardia,1
85454,taekwondo,1
85455,taekwondo doesnt,1
85456,taekwondo doesnt complain,1
85457,taggertol,1
85458,taggertol medication,1
85459,taggertol medication last,1
85460,tah,1
85461,tah total,1
85462,tah total abdominal,1
85463,tailbone,1
85464,tailbone excision,1
85465,tailbone excision laser,1
85466,take absolutely,1
85467,take absolutely thank,1
85468,take anxiety,1
85469,take anxiety medicine,1
85470,take day,1
85471,take day spinal,1
85472,take esomeprazole,1
85473,take esomeprazole mg,1
85474,take iv,1
85475,take iv medications,1
85476,take joint,1
85477,take joint disorder,1
85478,take medication hypertension,1
85479,take medication isnt,1
85480,take medications asthma,1
85481,take medications peripheral,1
85482,take medicine ward,1
85483,take meds eat,1
85484,take meds high,1
85485,take nsaids,1
85486,take nsaids allergic,1
85487,take pills,1
85488,take pills day,1
85489,take prescription,1
85490,take prescription losartan,1
85491,take prn,1
85492,take prn meds,1
85493,take zyrtec,1
